Время;ISIN;Эмитент;Тип ценной бумаги;Рынок;Площадка;Торговая цена;Кол-во ЦБ;itoog
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,45;50;172,5
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1382,01;182;251525,82
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1382;100;138200
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1381,01;300;414303
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1381;250;345250
19/01/24 19:15;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,5;1;58,5
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1405;1;1405
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1390;1;1390
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1382,01;18;24876,18
19/01/24 19:15;UZ7034730000 QATT;<Qashqadaryotexnologiktransport>AJ;Простыеакции;STK;G1;1320;1;1320
19/01/24 19:15;UZ7034730000 QATT;<Qashqadaryotexnologiktransport>AJ;Простыеакции;STK;G1;1327;1;1327
19/01/24 19:15;UZ7034730000 QATT;<Qashqadaryotexnologiktransport>AJ;Простыеакции;STK;G1;1329;1;1329
19/01/24 19:15;UZ7034730000 QATT;<Qashqadaryotexnologiktransport>AJ;Простыеакции;STK;G1;1350;2;2700
19/01/24 19:15;UZ7046910004 UNVB;ATB<Universalbank>;Простыеакции;STK;G1;10777;1;10777
19/01/24 19:15;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;1800;36
19/01/24 19:15;UZ7052260005 UZIR;<O'zbekko'mir>AJ;Простыеакции;STK;G1;18050;6;108300
19/01/24 19:15;UZ7052260005 UZIR;<O'zbekko'mir>AJ;Простыеакции;STK;G1;18002;1;18002
19/01/24 19:15;UZ7052260005 UZIR;<O'zbekko'mir>AJ;Простыеакции;STK;G1;18000;2;36000
19/01/24 19:15;UZ7052260005 UZIR;<O'zbekko'mir>AJ;Простыеакции;STK;G1;18000;1;18000
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;67100;4;268400
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;67003;5;335015
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;67001,01;36;2412036,36
19/01/24 19:15;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;4800;1;4800
19/01/24 19:15;UZ7016550004 KYEZ;XII<Kogonyog'-ekstraksiyazavodi>AJ;Простыеакции;STK;G1;412;2;824
19/01/24 19:15;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,39;2040;6915,6
19/01/24 19:15;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;5999,99;2;11999,98
19/01/24 19:15;UZ7016550004 KYEZ;XII<Kogonyog'-ekstraksiyazavodi>AJ;Простыеакции;STK;G1;411;2;822
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1437;70;100590
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1437;150;215550
19/01/24 19:15;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5300;8;42400
19/01/24 19:15;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5300;34;180200
19/01/24 19:15;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5255;12;63060
19/01/24 19:15;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5255;88;462440
19/01/24 19:15;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,01;10000;100
19/01/24 19:15;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,39;1421;4817,19
19/01/24 19:15;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,39;259;878,01
19/01/24 19:15;UZ7038450001 UZPT;<Uzparta'minot>AJ;Простыеакции;STK;G1;950,01;30;28500,3
19/01/24 19:15;UZ7038450001 UZPT;<Uzparta'minot>AJ;Простыеакции;STK;G1;950;9;8550
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16976;3;50928
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16975;7;118825
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16971;1;16971
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16970;10;169700
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16970;50;848500
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16950;1;16950
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16800,01;9;151200,09
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16800,01;20;336000,2
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16710,01;2;33420,02
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16710;4;66840
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16710;20;334200
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16700,07;30;501002,1
19/01/24 19:15;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;16600;15;249000
19/01/24 19:15;UZ7018660009 NGDD;<Namangandori-darmon>AJ;Простыеакции;STK;G1;20801;1;20801
19/01/24 19:15;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,6;1;58,6
19/01/24 19:15;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,5;2;117
19/01/24 19:15;UZ7044760005 ALKB;AT<Aloqabank>;Простыеакции;STK;G1;89;5;445
19/01/24 19:15;UZ7035530003 TNBN;<Turonbank>ATB;Простыеакции;STK;G1;1001;1;1001
19/01/24 19:15;UZ7038380000 CBSK;<Chilonzorbuyumsavdokompleksi>AJ;Простыеакции;STK;G1;2,66;14;37,24
19/01/24 19:15;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2599;1;2599
19/01/24 19:15;UZ701879K017 BRBNP;<Biznesnirivojlantirishbanki>ATB;Прив.акции;STK;G1;380,4;1;380,4
19/01/24 19:15;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74,01;3;222,03
19/01/24 19:15;UZ7011500004 UZAL;<O'zagrolizing>AJ;Простыеакции;STK;G1;2020,01;1;2020,01
19/01/24 19:15;UZ701456K014 YGYMP;<Yangiyo'lyog'-moy>AJ;Прив.акции;STK;G1;7150;1;7150
19/01/24 19:15;UZ702172K016 UZMKP;<O'zmetkombinat>AJ;Прив.акции;STK;G1;2411,16;1;2411,16
19/01/24 19:15;UZ702172K016 UZMKP;<O'zmetkombinat>AJ;Прив.акции;STK;G1;2411,03;2;4822,06
19/01/24 19:15;UZ702662K016 FAYMP;<Farg'onayog'-moy>AJ;Прив.акции;STK;G1;17051;1;17051
19/01/24 19:15;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;5000;6150
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;68111;50;3405550
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;68100;3;204300
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;68001;1;68001
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;68001;100;6800100
19/01/24 19:15;UZ7003040001 UZMT;<UzAutoMotors>AJ;Простыеакции;STK;G1;68000;1;68000
19/01/24 19:15;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1850,02;4;7400,08
19/01/24 19:15;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1850,01;9;16650,09
19/01/24 19:15;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1850;3;5550
19/01/24 19:15;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1850;1;1850
19/01/24 19:15;UZ7036271003 UZNGP;<O'zbekneftgaz>AJ;Прив.акции;STK;G1;1840,01;2;3680,02
19/01/24 19:15;UZ701655K011 KYEZP;XII<Kogonyog'-ekstraksiyazavodi>AJ;Прив.акции;STK;G1;1724,99;3;5174,97
19/01/24 19:15;UZ701655K011 KYEZP;XII<Kogonyog'-ekstraksiyazavodi>AJ;Прив.акции;STK;G1;1725;1;1725
19/01/24 19:15;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;1;1,23
19/01/24 19:15;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;100;1000
19/01/24 19:15;UZ7035530003 TNBN;<Turonbank>ATB;Простыеакции;STK;G1;1095;30;32850
19/01/24 19:15;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;111;81;8991
19/01/24 19:15;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74,01;700;51807
19/01/24 19:15;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;1;2600
19/01/24 19:15;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;2200;2706
19/01/24 19:15;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;9,9;1;9,9
19/01/24 19:15;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,45;3000;10350
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,45;1000;3450
19/01/24 19:14;UZ701134K017 HMKBP;<Hamkorbank>ATB;Прив.акции;STK;G1;59;5;295
19/01/24 19:14;UZ701879K017 BRBNP;<Biznesnirivojlantirishbanki>ATB;Прив.акции;STK;G1;405;5;2025
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;50;30000
19/01/24 19:14;UZ701655K011 KYEZP;XII<Kogonyog'-ekstraksiyazavodi>AJ;Прив.акции;STK;G1;1724,99;2;3449,98
19/01/24 19:14;UZ701456K014 YGYMP;<Yangiyo'lyog'-moy>AJ;Прив.акции;STK;G1;7680;1;7680
19/01/24 19:14;UZ701134K017 HMKBP;<Hamkorbank>ATB;Прив.акции;STK;G1;59;35;2065
19/01/24 19:14;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;4000;4920
19/01/24 19:14;UZ7025870005 BIOK;<Biokimyo>AJ;Простыеакции;STK;G1;30000;3;90000
19/01/24 19:14;UZ7025870005 BIOK;<Biokimyo>AJ;Простыеакции;STK;G1;30000;7;210000
19/01/24 19:14;UZ7035530003 TNBN;<Turonbank>ATB;Простыеакции;STK;G1;1095,99;2;2191,98
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;605;2;1210
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6505;57;370785
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6503;1;6503
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6503;1;6503
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6502;1;6502
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6502;100;650200
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;77;482;37114
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;10;26000
19/01/24 19:14;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5398;1;5398
19/01/24 19:14;UZ701134K017 HMKBP;<Hamkorbank>ATB;Прив.акции;STK;G1;57;24;1368
19/01/24 19:14;UZ701879K017 BRBNP;<Biznesnirivojlantirishbanki>ATB;Прив.акции;STK;G1;405;19;7695
19/01/24 19:14;UZ7007440009 MIQE;<Minoraqurishekspeditsiyasi>AJ;Простыеакции;STK;G1;1000;4;4000
19/01/24 19:14;UZ7014560005 YGYM;<Yangiyo'lyog'-moy>AJ;Простыеакции;STK;G1;1751;4;7004
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;102;7548
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;15;1110
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;300;22200
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;26;1924
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;57;4218
19/01/24 19:14;UZ700788K011 UZGFP;<O'zbekgeofizika>AJ;Прив.акции;STK;G1;539,99;2;1079,98
19/01/24 19:14;UZ7016460006 UIRM;XII<O'zikkilamchiranglimetall>AJ;Простыеакции;STK;G1;4653,04;5;23265,2
19/01/24 19:14;UZ7001100005 KFLT;<KAFOLATsug'urtakompaniyasi>AJ;Простыеакции;STK;G1;115,55;2;231,1
19/01/24 19:14;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;2;20
19/01/24 19:14;UZ7042540003 UQEQ;<O'zQEQ>AJ;Простыеакции;STK;G1;13002;1;13002
19/01/24 19:14;UZ7042540003 UQEQ;<O'zQEQ>AJ;Простыеакции;STK;G1;13000;1;13000
19/01/24 19:14;UZ7042540003 UQEQ;<O'zQEQ>AJ;Простыеакции;STK;G1;12037,02;1;12037,02
19/01/24 19:14;UZ7042540003 UQEQ;<O'zQEQ>AJ;Простыеакции;STK;G1;12037;1;12037
19/01/24 19:14;UZ7025770007 KVTS;<Kvarts>AJ;Простыеакции;STK;G1;1889;1;1889
19/01/24 19:14;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;9,9;25;247,5
19/01/24 19:14;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;9,84;1422;13992,48
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,45;250;862,5
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,42;2000;6840
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,41;4674;15938,34
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,4;2856;9710,4
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,4;1;3,4
19/01/24 19:14;UZ705457K018 IPTBP;<Ipoteka-bank>ATIB;Прив.акции;STK;G1;3,39;469;1589,91
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;75;50;3750
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;52;3848
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;74;898;66452
19/01/24 19:14;UZ7004510002 KUMZ;<Qo'qonmexanikazavodi>AJ;Простыеакции;STK;G1;578;10;5780
19/01/24 19:14;UZ7004510002 KUMZ;<Qo'qonmexanikazavodi>AJ;Простыеакции;STK;G1;577,03;20;11540,6
19/01/24 19:14;UZ7028660007 KASU;<Kapitalsug'urta>AJ;Простыеакции;STK;G1;0,02;10000;200
19/01/24 19:14;UZ7015230004 MCBA;<Mikrokreditbank>ATB;Простыеакции;STK;G1;1010;1;1010
19/01/24 19:14;UZ704711K019 UZTLP;<O'zbektelekom>AK;Прив.акции;STK;G1;5700,02;1;5700,02
19/01/24 19:14;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1437;1;1437
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6601;87;574287
19/01/24 19:14;UZ7021720006 UZMK;<O'zmetkombinat>AJ;Простыеакции;STK;G1;6601;430;2838430
19/01/24 19:14;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5300;2;10600
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;1;2600
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;1;2600
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;4;10400
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;16;41600
19/01/24 19:14;UZ7029000005 QZSM;<Qizilqumsement>AJ;Простыеакции;STK;G1;2600;57;148200
19/01/24 19:14;UZ702172K016 UZMKP;<O'zmetkombinat>AJ;Прив.акции;STK;G1;2550;1;2550
19/01/24 19:14;UZ7043200003 URTS;<O'zRTXB>AJ;Простыеакции;STK;G1;17000;35;595000
19/01/24 19:14;UZ7007440009 MIQE;<Minoraqurishekspeditsiyasi>AJ;Простыеакции;STK;G1;1002;3;3006
19/01/24 19:14;UZ7007440009 MIQE;<Minoraqurishekspeditsiyasi>AJ;Простыеакции;STK;G1;1000,02;1;1000,02
19/01/24 19:14;UZ7007440009 MIQE;<Minoraqurishekspeditsiyasi>AJ;Простыеакции;STK;G1;1000;1;1000
19/01/24 19:14;UZ701879K017 BRBNP;<Biznesnirivojlantirishbanki>ATB;Прив.акции;STK;G1;405;1;405
19/01/24 19:14;UZ7037560008 SQBN;<O'zsanoatqurilishbank>ATB;Простыеакции;STK;G1;10;1460;14600
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;59;2000;118000
19/01/24 19:14;UZ7039920002 IPKY;AITB<IpakYo'li>;Простыеакции;STK;G1;77;43;3311
19/01/24 19:14;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5300;49;259700
19/01/24 19:14;UZ702662K016 FAYMP;<Farg'onayog'-moy>AJ;Прив.акции;STK;G1;21900;1;21900
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,6;42;2461,2
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,6;250;14650
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,6;30;1758
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,6;30;1758
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,52;3;175,56
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,51;150;8776,5
19/01/24 19:14;UZ7011340005 HMKB;<Hamkorbank>ATB;Простыеакции;STK;G1;58,5;848;49608
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7054570005 IPTB;<Ipoteka-bank>ATIB;Простыеакции;STK;G1;1,23;160;196,8
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;5;3000
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;10;6000
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
19/01/24 19:14;UZ7016550004 KYEZ;XII<Kogonyog'-ekstraksiyazavodi>AJ;Простыеакции;STK;G1;412,9;3;1238,7
19/01/24 19:14;UZ7054590003 DORI;<DORI-DARMON>AK;Простыеакции;STK;G1;9300;1;9300
19/01/24 19:14;UZ7047110000 UZTL;<O'zbektelekom>AK;Простыеакции;STK;G1;5398;1;5398
19/01/24 19:14;UZ7046910004 UNVB;ATB<Universalbank>;Простыеакции;STK;G1;10777;3;32331
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;50;30000
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;5;3000
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;2;1200
19/01/24 19:14;UZ7001560000 AGBA;<Agrobank>ATB;Простыеакции;STK;G1;600;1;600
